author,title,funding,citations,date,link
"Venayagamoorthy, GK",Denial of Service Attack on Tie-Line Bias Control in a Power System With PV Plant,U.S. National Science Foundation (NSF)(National Science Foundation (NSF)); Duke Energy Distinguished Professor Endowment Fund,29,2017,http://dx.doi.org/10.1109/TETCI.2017.2739838
"Brooks, R",Denial of Service Attack on Tie-Line Bias Control in a Power System With PV Plant,U.S. National Science Foundation (NSF)(National Science Foundation (NSF)); Duke Energy Distinguished Professor Endowment Fund,29,2017,http://dx.doi.org/10.1109/TETCI.2017.2739838
"Nwulu, NI",A soft computing approach to projecting locational marginal price,,17,2013,http://dx.doi.org/10.1007/s00521-012-0875-8
"Fahrioglu, M",A soft computing approach to projecting locational marginal price,,17,2013,http://dx.doi.org/10.1007/s00521-012-0875-8
"Naidoo, R",Adaptation and assessment of a high resolution semi-discrete numerical scheme for hyperbolic systems with source terms and stiffness,,0,2002,
"Baboolal, S",Adaptation and assessment of a high resolution semi-discrete numerical scheme for hyperbolic systems with source terms and stiffness,,0,2002,
"Twala, BETH",Good methods for coping with missing data in decision trees,,50,2008,http://dx.doi.org/10.1016/j.patrec.2008.01.010
"Jones, MC",Good methods for coping with missing data in decision trees,,50,2008,http://dx.doi.org/10.1016/j.patrec.2008.01.010
"Hand, DJ",Good methods for coping with missing data in decision trees,,50,2008,http://dx.doi.org/10.1016/j.patrec.2008.01.010
"Omran, MGH",An overview of clustering methods,,165,2007,http://dx.doi.org/10.3233/IDA-2007-11602
"Engelbrecht, AP",An overview of clustering methods,,165,2007,http://dx.doi.org/10.3233/IDA-2007-11602
"Salman, A",An overview of clustering methods,,165,2007,http://dx.doi.org/10.3233/IDA-2007-11602
"Amin, R",Intelligent data analysis for conservation: experiments with rhino horn fingerprint identification,,6,2003,http://dx.doi.org/10.1016/S0950-7051(03)00035-2
"Bramer, M",Intelligent data analysis for conservation: experiments with rhino horn fingerprint identification,,6,2003,http://dx.doi.org/10.1016/S0950-7051(03)00035-2
"Emslie, R",Intelligent data analysis for conservation: experiments with rhino horn fingerprint identification,,6,2003,http://dx.doi.org/10.1016/S0950-7051(03)00035-2
"Oladipupo, O",A Decision-Making Approach for Ranking Tertiary Institutions' Service Quality Using Fuzzy MCDM and Extended HiEdQUAL Model,Covenant University,0,2021,http://dx.doi.org/10.1155/2021/4163906
"Amoo, T",A Decision-Making Approach for Ranking Tertiary Institutions' Service Quality Using Fuzzy MCDM and Extended HiEdQUAL Model,Covenant University,0,2021,http://dx.doi.org/10.1155/2021/4163906
"Daramola, O",A Decision-Making Approach for Ranking Tertiary Institutions' Service Quality Using Fuzzy MCDM and Extended HiEdQUAL Model,Covenant University,0,2021,http://dx.doi.org/10.1155/2021/4163906
"Hamdi, Y","Data Augmentation using Geometric, Frequency, and Beta Modeling approaches for Improving Multi-lingual Online Handwriting Recognition",Ministry of Higher Education and Scientific Research of Tunisia,4,2021,http://dx.doi.org/10.1007/s10032-021-00376-2
"Boubaker, H","Data Augmentation using Geometric, Frequency, and Beta Modeling approaches for Improving Multi-lingual Online Handwriting Recognition",Ministry of Higher Education and Scientific Research of Tunisia,4,2021,http://dx.doi.org/10.1007/s10032-021-00376-2
"Alimi, AM","Data Augmentation using Geometric, Frequency, and Beta Modeling approaches for Improving Multi-lingual Online Handwriting Recognition",Ministry of Higher Education and Scientific Research of Tunisia,4,2021,http://dx.doi.org/10.1007/s10032-021-00376-2
"Hendricks, D",Using real-time cluster configurations of streaming asynchronous features as online state descriptors in financial markets,National Research Foundation of South Africa(National Research Foundation - South Africa),5,2017,http://dx.doi.org/10.1016/j.patrec.2017.06.026
"van der Merwe, D",AddIntent: A new incremental algorithm for constructing concept lattices,,64,2004,
"Obiedkov, S",AddIntent: A new incremental algorithm for constructing concept lattices,,64,2004,
"Kourie, D",AddIntent: A new incremental algorithm for constructing concept lattices,,64,2004,
"Feukeu, EA",Doppler Shift Mitigation in a VANET using an IDDM approach,,4,2016,http://dx.doi.org/10.1007/s12652-016-0365-4
"Djouani, K",Doppler Shift Mitigation in a VANET using an IDDM approach,,4,2016,http://dx.doi.org/10.1007/s12652-016-0365-4
"Kurien, A",Doppler Shift Mitigation in a VANET using an IDDM approach,,4,2016,http://dx.doi.org/10.1007/s12652-016-0365-4
"Bagula, AB",On the relevance of using gene expression programming in destination-based traffic engineering,,2,2005,
"Wang, HF",On the relevance of using gene expression programming in destination-based traffic engineering,,2,2005,
"Khuboni, R",Adaptive segmentation for multi-view stereo,,1,2017,http://dx.doi.org/10.1049/iet-cvi.2015.0446
"Naidoo, B",Adaptive segmentation for multi-view stereo,,1,2017,http://dx.doi.org/10.1049/iet-cvi.2015.0446
"Adewole, AC",Synchrophasor-Based Online Coherency Identification in Voltage Stability Assessment,South African National Research Foundation (NRF) THRIP Grant,7,2015,http://dx.doi.org/10.4316/AECE.2015.04005
"Tzoneva, R",Synchrophasor-Based Online Coherency Identification in Voltage Stability Assessment,South African National Research Foundation (NRF) THRIP Grant,7,2015,http://dx.doi.org/10.4316/AECE.2015.04005
"Gruner, S",Mobile agent systems and cellular automata,,4,2010,http://dx.doi.org/10.1007/s10458-009-9090-0
"Markus, ED",Coordination control of robot manipulators using flat outputs,,10,2016,http://dx.doi.org/10.1016/j.robot.2016.05.006
"Yskander, H",Coordination control of robot manipulators using flat outputs,,10,2016,http://dx.doi.org/10.1016/j.robot.2016.05.006
"Agee, JT",Coordination control of robot manipulators using flat outputs,,10,2016,http://dx.doi.org/10.1016/j.robot.2016.05.006
"Jimoh, AA",Coordination control of robot manipulators using flat outputs,,10,2016,http://dx.doi.org/10.1016/j.robot.2016.05.006
"Hanekom, T",Three-dimensional models of cochlear implants: A review of their development and how they could support management and maintenance of cochlear implant performance,,8,2016,http://dx.doi.org/10.3109/0954898X.2016.1171411
"Hanekom, JJ",Three-dimensional models of cochlear implants: A review of their development and how they could support management and maintenance of cochlear implant performance,,8,2016,http://dx.doi.org/10.3109/0954898X.2016.1171411
"Markus, ED",Flat control of industrial robotic manipulators,,26,2017,http://dx.doi.org/10.1016/j.robot.2016.10.009
"Agee, JT",Flat control of industrial robotic manipulators,,26,2017,http://dx.doi.org/10.1016/j.robot.2016.10.009
"Jimoh, AA",Flat control of industrial robotic manipulators,,26,2017,http://dx.doi.org/10.1016/j.robot.2016.10.009
"Schoeman, IL",A novel particle swarm niching technique based on extensive vector operations,,10,2010,http://dx.doi.org/10.1007/s11047-009-9170-8
"Engelbrecht, AP",A novel particle swarm niching technique based on extensive vector operations,,10,2010,http://dx.doi.org/10.1007/s11047-009-9170-8
"van Wyk, BJ",Kernel-based non-linear template matching,,3,2004,
"van Wyk, MA",Kernel-based non-linear template matching,,3,2004,
"Noel, G",Kernel-based non-linear template matching,,3,2004,
"Ukil, A",Practical denoising of MEG data using wavelet transform,,4,2006,
"Malan, KM",Characterising the searchability of continuous optimisation problems for PSO,,20,2014,http://dx.doi.org/10.1007/s11721-014-0099-x
"Engelbrecht, AP",Characterising the searchability of continuous optimisation problems for PSO,,20,2014,http://dx.doi.org/10.1007/s11721-014-0099-x
"de Waal, DA",AUTOMATION OF GENERALIZED ADDITIVE NEURAL NETWORKS FOR PREDICTIVE DATA MINING,TELKOM; GRINTEK TELECOM; THRIP,3,2011,http://dx.doi.org/10.1080/08839514.2011.570156
"du Toit, JV",AUTOMATION OF GENERALIZED ADDITIVE NEURAL NETWORKS FOR PREDICTIVE DATA MINING,TELKOM; GRINTEK TELECOM; THRIP,3,2011,http://dx.doi.org/10.1080/08839514.2011.570156
"Nel, EM",Verification of dynamic curves extracted from static handwritten scripts,,5,2008,http://dx.doi.org/10.1016/j.patcog.2008.05.005
"du Preez, JA",Verification of dynamic curves extracted from static handwritten scripts,,5,2008,http://dx.doi.org/10.1016/j.patcog.2008.05.005
"Herbst, BM",Verification of dynamic curves extracted from static handwritten scripts,,5,2008,http://dx.doi.org/10.1016/j.patcog.2008.05.005
"Fillottrani, PR",Evidence-based Lean Conceptual Data Modelling Languages,National Research Foundation of South Africa(National Research Foundation - South Africa); Argentinian Ministry of Science and Technology,1,2021,http://dx.doi.org/10.24215/16666038.21.e10
"Keet, CM",Evidence-based Lean Conceptual Data Modelling Languages,National Research Foundation of South Africa(National Research Foundation - South Africa); Argentinian Ministry of Science and Technology,1,2021,http://dx.doi.org/10.24215/16666038.21.e10
"Khan, T",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Lundgren, LE",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Anderson, DG",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Nowak, I",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Dougherty, M",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Verikas, A",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Pavel, M",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Jimison, H",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Nowaczyk, S",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Aharonson, V",Assessing Parkinson's disease severity using speech analysis in non-native speakers,"Promobilia Foundation, Sweden",6,2020,http://dx.doi.org/10.1016/j.csl.2019.101047
"Touzet, C",Guest editorial,,0,1999,
"Cloete, I",Guest editorial,,0,1999,
"Oyelade, ON",Enhancing reasoning through reduction of vagueness using fuzzy OWL-2 for representation of breast cancer ontologies,,2,2022,http://dx.doi.org/10.1007/s00521-021-06517-2
"Ezugwu, AE",Enhancing reasoning through reduction of vagueness using fuzzy OWL-2 for representation of breast cancer ontologies,,2,2022,http://dx.doi.org/10.1007/s00521-021-06517-2
"Adewuyi, SA",Enhancing reasoning through reduction of vagueness using fuzzy OWL-2 for representation of breast cancer ontologies,,2,2022,http://dx.doi.org/10.1007/s00521-021-06517-2
"Kamper, H",Capitalising on North American speech resources for the development of a South African English large vocabulary speech recognition system,Royal Society(Royal Society of LondonEuropean Commission); South African National Research Foundation (NRF) under a South Africa - UK Science Network grant,10,2014,http://dx.doi.org/10.1016/j.csl.2014.04.005
"de Wet, F",Capitalising on North American speech resources for the development of a South African English large vocabulary speech recognition system,Royal Society(Royal Society of LondonEuropean Commission); South African National Research Foundation (NRF) under a South Africa - UK Science Network grant,10,2014,http://dx.doi.org/10.1016/j.csl.2014.04.005
"Hain, T",Capitalising on North American speech resources for the development of a South African English large vocabulary speech recognition system,Royal Society(Royal Society of LondonEuropean Commission); South African National Research Foundation (NRF) under a South Africa - UK Science Network grant,10,2014,http://dx.doi.org/10.1016/j.csl.2014.04.005
"Niesler, T",Capitalising on North American speech resources for the development of a South African English large vocabulary speech recognition system,Royal Society(Royal Society of LondonEuropean Commission); South African National Research Foundation (NRF) under a South Africa - UK Science Network grant,10,2014,http://dx.doi.org/10.1016/j.csl.2014.04.005
"Mohiuddin, MA",Simulated evolution and simulated annealing algorithms for solving multi-objective open shortest path first weight setting problem,,8,2014,http://dx.doi.org/10.1007/s10489-014-0523-3
"Khan, SA",Simulated evolution and simulated annealing algorithms for solving multi-objective open shortest path first weight setting problem,,8,2014,http://dx.doi.org/10.1007/s10489-014-0523-3
"Engelbrecht, AP",Simulated evolution and simulated annealing algorithms for solving multi-objective open shortest path first weight setting problem,,8,2014,http://dx.doi.org/10.1007/s10489-014-0523-3
"Ibrahim, Z",DNA SEQUENCE DESIGN FOR DNA COMPUTATION BASED ON BINARY PARTICLE SWARM OPTIMIZATION,"Universiti Teknologi Malaysia by UTM GUP; Ministry of Higher Education (FRGS); University of Malaya(Universiti Malaya); University Malaya(Universiti Malaya); Ministry of Science, Technology, and Innovation(Ministry of Energy, Science, Technology, Environment and Climate Change (MESTECC), Malaysia); University of Malaya under Bright Spark Scheme University of Malaya (SBSUM)",11,2012,
"Khalid, NK",DNA SEQUENCE DESIGN FOR DNA COMPUTATION BASED ON BINARY PARTICLE SWARM OPTIMIZATION,"Universiti Teknologi Malaysia by UTM GUP; Ministry of Higher Education (FRGS); University of Malaya(Universiti Malaya); University Malaya(Universiti Malaya); Ministry of Science, Technology, and Innovation(Ministry of Energy, Science, Technology, Environment and Climate Change (MESTECC), Malaysia); University of Malaya under Bright Spark Scheme University of Malaya (SBSUM)",11,2012,
"Buyamin, S",DNA SEQUENCE DESIGN FOR DNA COMPUTATION BASED ON BINARY PARTICLE SWARM OPTIMIZATION,"Universiti Teknologi Malaysia by UTM GUP; Ministry of Higher Education (FRGS); University of Malaya(Universiti Malaya); University Malaya(Universiti Malaya); Ministry of Science, Technology, and Innovation(Ministry of Energy, Science, Technology, Environment and Climate Change (MESTECC), Malaysia); University of Malaya under Bright Spark Scheme University of Malaya (SBSUM)",11,2012,
"Ibrahim, I",DNA SEQUENCE DESIGN FOR DNA COMPUTATION BASED ON BINARY PARTICLE SWARM OPTIMIZATION,"Universiti Teknologi Malaysia by UTM GUP; Ministry of Higher Education (FRGS); University of Malaya(Universiti Malaya); University Malaya(Universiti Malaya); Ministry of Science, Technology, and Innovation(Ministry of Energy, Science, Technology, Environment and Climate Change (MESTECC), Malaysia); University of Malaya under Bright Spark Scheme University of Malaya (SBSUM)",11,2012,
"Mukred, JAA",DNA SEQUENCE DESIGN FOR DNA COMPUTATION BASED ON BINARY PARTICLE SWARM OPTIMIZATION,"Universiti Teknologi Malaysia by UTM GUP; Ministry of Higher Education (FRGS); University of Malaya(Universiti Malaya); University Malaya(Universiti Malaya); Ministry of Science, Technology, and Innovation(Ministry of Energy, Science, Technology, Environment and Climate Change (MESTECC), Malaysia); University of Malaya under Bright Spark Scheme University of Malaya (SBSUM)",11,2012,
